Cascade Yarns,Anthem,Acrylic,100,170m,6.00
Symfonie,Terra,Superwash Merino,75,Nylon,25,415,20.00
Berroco,Comfort DK,Super Fine Acrylic,50,Super Fine Nylon,50,178,5.00,Prints,4.75,Solids
